Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
Анаферон детский таб.N20;;5597.4;2013;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский пульмонологический центр""";562044528;42.98306;47.504682
Анаферон детский таб.N20;;4332.6;2013;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский пульмонологический центр""";562044528;42.98306;47.504682
Анаферон взрослый таб.N20;;1822.8;2013;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский пульмонологический центр""";562044528;42.98306;47.504682
Анаферон детский таб.N20;;3882.3;2013;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский пульмонологический центр""";562044528;42.98306;47.504682
Анаферон взрослый таб.N20;;1247.4;2013;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский пульмонологический центр""";562044528;42.98306;47.504682
Анаферон взрослый таб.N20;;1247.4;2012;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский пульмонологический центр""";562044528;42.98306;47.504682
Анаферон детский таб.N20;;13000;2012;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский пульмонологический центр""";562044528;42.98306;47.504682
Тенотен таб. №40;;17554.5;2017;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РЕСПУБЛИКАНСКИЙ ДЕТСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР""";2014263490;43.317776;45.694909
Тенотен таб. №40;;4052.4;2013;"Государственное бюджетное учреждение ""Детский клинико-диагностический центр г.Грозного""";2014263490;43.317776;45.694909
Анаферон детский таб.№20;;1950;2013;"Государственное бюджетное учреждение ""Детский клинико-диагностический центр г.Грозного""";2014263490;43.317776;45.694909
Смесь гомеопатических разведений;;56331;2014;Государственное бюджетное учреждение Республиканский детский туберкулезный санаторий с.Чишки;2004000541;43.298397;45.559524
Анаферон детский таб.N20;;8910.5;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский детский туберкулезный санаторий""";562071345;42.962742;47.497581
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;189;2014;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕБРИХИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";2266001648;53.040066;82.275592
Анаферон детский;;13000;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""РЕЖЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";6628002723;57.373772;61.391639
Состав раствора: салициловая кислота 2,0 г, календула настойка 10 мл, эхинацея сухой экстракт 0,3 г. Вспомогательные вещества: пропиленгликоль 10 мл, вода очищенная 20 мл, спирт этиловый 95% не более 100 мл.;;2370;2015;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""РЕПЬЕВСКАЯ РАЙОННАЯ БОЛЬНИЦА""";3626000933;51.154433;38.704085
Средства противовирусные, противоаллергические гомеопатические лекарственные;;54527.6;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ТЫВА ""РЕСПУБЛИКАНСКАЯ БОЛЬНИЦА №1""";1701010055;51.719086;94.437757
Средства антибактериальные гомеопатические лекарственные для лечения  инфекций, грибковых заболеваний, антисептические;;279053.22;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ТЫВА ""РЕСПУБЛИКАНСКИЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР""";1701010182;51.719086;94.437757
Тенотен №40 таб;;9927.5;2014;"Государственное бюджетное учреждение здравоохранения Республики Тыва ""Республиканская психиатрическая больница""";1701010288;51.719086;94.437757
Тенотен детский №40 таб;;5280;2014;"Государственное бюджетное учреждение здравоохранения Республики Тыва ""Республиканская психиатрическая больница""";1701010288;51.719086;94.437757
Тенотен детский №40 таб;;7997;2014;"Государственное бюджетное учреждение здравоохранения Республики Тыва ""Республиканская психиатрическая больница""";1701010288;51.719086;94.437757
Тенотен №40 таб;;4798.2;2014;"Государственное бюджетное учреждение здравоохранения Республики Тыва ""Республиканская психиатрическая больница""";1701010288;51.719086;94.437757
Анаферон детский, Таблетки для рассасывания, 20 шт. - упаковки ячейковые контурные - пачки картонные;;5750;2011;"Казенное учреждение Чувашской Республики ""Республиканская психиатрическая больница"" Министерства здравоохранения и социального развития Чувашской Республики";2129009317;56.146247;47.250153
Анаферон детский, таблетки для рассасывания №20;;620;2012;"бюджетное учреждение Чувашской Республики ""Республиканский кардиологический диспансер"" Министерства здравоохранения и социального развития Чувашской Республики";2129009388;;
Анаферон таб. № 20 (: : Аноферон №20);;4421.7;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ ЭНДОКРИНОЛОГИЧЕСКИЙ ЦЕНТР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ";711042329;;
Анаферон таб. д/рассасыв. №20;;65169.73;2014;"Государственное бюджетное учреждение здравоохранения Республики Мордовия ""Республиканская инфекционная клиническая больница""";1328048037;54.187211;45.183642
Анаферон таб. д/рассасыв. №20;;37809.84;2014;"Государственное бюджетное учреждение здравоохранения Республики Мордовия ""Республиканская инфекционная клиническая больница""";1328048037;54.187211;45.183642
Галстена, таблетки подъязычные гомеопатические №12 Австрия;;3133.8;2013;"Государственное бюджетное учреждение здравоохранения Республики Мордовия ""Республиканская инфекционная клиническая больница""";1328048037;54.187211;45.183642
Галстена, таблетки подъязычные гомеопатические №12 Австрия;;1044.65;2013;"Государственное бюджетное учреждение здравоохранения Республики Мордовия ""Республиканская инфекционная клиническая больница""";1328048037;54.187211;45.183642
Анаферон (детский) Таблетки для рассасывания №20 Россия;;13994;2013;"Государственное бюджетное учреждение здравоохранения Республики Мордовия ""Республиканская инфекционная клиническая больница""";1328048037;54.187211;45.183642
Анаферон (детский) Таблетки для рассасывания №20 Россия;;55972;2013;"Государственное бюджетное учреждение здравоохранения Республики Мордовия ""Республиканская инфекционная клиническая больница""";1328048037;54.187211;45.183642
Анаферон детский таб. №20;;678.92;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Г.Я. РЕМИШЕВСКОЙ""";1901005310;53.721152;91.442387
Анаферон детский таб. №20;;169.74;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Г.Я. РЕМИШЕВСКОЙ""";1901005310;53.721152;91.442387
анаферон взрослый таб.№20;;13678;2010;"Государственное учреждение ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
ременс капли фл. 50мл;;3397.7;2010;"Государственное учреждение ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
оциллококцинум гранулы гомеопатические  12 доз.;;27037.5;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон таблетки для рассасывания гомеопатические №20.;;697.2;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон взрослый таб.№20;;1589.5;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский таб.№20;;662.36;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон взрослый таб.№20;;1589.5;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский таб.№20;;662.36;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон взрослый таб.№20;;1589.5;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский таб.№20;;662.36;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон взрослый таб.№20;;1589.5;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский таб.№20;;662.36;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон взрослый таб.№20;;1589.5;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский таб.№20;;662.36;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон взрослый таб.№20;;3396.6;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский таб.№20;;3622.8;2013;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон взрослый таб.№20;;3118.6;2012;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский таб.№20;;3326.4;2012;"Государственное Бюджетное учреждение Республики Дагестан ""Республиканский кожно-венерологический диспансер""";560204920;42.962742;47.497581
анаферон детский;;18807.6;2010;"Государственное бюджетное учреждение Республики Марий Эл ""Республиканский кожно-венерологический диспансер""";1215055756;56.634407;47.899878
Импаза Таб. №20;;6359.2;2013;"Государственное бюджетное учреждение ""Республиканский клинический госпиталь ветеранов войн""";2020002377;43.317776;45.694909
Тенотен 41.1. Лекарственная форма: таблетки детские 41.2. Количество в упаковке: 40 шт.;;1250;2012;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Тенотен 42.1. Лекарственная форма: таблетки лингвальные42.2. Количество в упаковке: 40 шт.;;2875;2012;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
АНАФЕРОН ДЕТСКИЙтаблетки для рассасывания №20       Состав: антитела к гамма-интерферону человека афино очищенные: смесь гомеопатических разденений С12, С30 и С50- 0,003г.;;4680;2012;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Гинкор форт Капсулы № 30, состав (на 1 капсулу) - активные компоненты: стандартизированный экстракт Гинкго билоба – 14 мг, гептаминола гидрохлорид – 300 мг, троксерутин – 300 мг;;14652;2011;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Климаксан гранулы гомеопатические 10г;;145.8;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Анаферон таблетки для рассасывания, 20 шт. - упаковки ячейковые контурные - пачки картонные;;16380;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Анаферон детский таблетки для рассасывания, 20 шт. - упаковки ячейковые контурные - пачки картонные;;11398;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Авиа-море таблетки гомеопатические №20;;210.65;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Анаферон таблетки гомеопатические №20;;4400;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Анаферон таблетки гомеопатические №20 для детей;;3399;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Климактоплан н таблетки  №100;;170.5;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Масло туя масло для  наружного применения гомеопатическое 20 мл;;202.95;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Мастодинон Капли для приема внутрь 50 мл;;1078;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Мастодинон Таблетки гомеопатические №60;;1478.4;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Ременс Капли гомеопатические 50 мл;;1281.5;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Ременс Таблетки подъязычные гомеопатические №36;;278.3;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Импаза Таблетки гомеопатические №20;;237.6;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Календула Суппозитории ректальные гомеопатические №10;;159.5;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Тенотен таблетки детские №40;;226.8;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Тенотен таблетки лингвальные №40;;1083;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Эхинацея настойка 50 мл;;158;2011;"Государственное учреждение здравоохранения ""Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики""";1835052473;56.85001;53.249687
Анаферон детский, таблетки № 20;;40029;2013;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон детский, таблетки для рассасывания № 20;;29400;2013;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон детский;;40050;2012;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон  детский;;23120;2012;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон  детский;;23400;2012;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон  детский;;11814;2011;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Иммуномодулятор,противовирусное средство, Анаферон Россия;;170.31;2016;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""";1834500651;56.862598;53.284431
Анаферон детский;;51567;2015;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""";1834500651;56.862598;53.284431
Анаферон детский;;8594;2015;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""";1834500651;56.862598;53.284431
Анаферон детский;;141977.88;2014;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон детский;;143.3;2014;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон детский, таблетки для рассасывания №20.;;13215;2013;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
анаферон детский, таблетки для рассасывания №20.;;27764;2013;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон детский № 20;;66120;2013;"бюджетное учреждение здравоохранения Удмуртской Республики ""Республиканская клиническая инфекционная больница Министерства здравоохранения Удмуртской Республики""";1834500651;56.862598;53.284431
Анаферон таб. д/рассасывания №20;;63786;2017;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ИНФЕКЦИОННЫХ БОЛЕЗНЕЙ""";2015001360;43.317776;45.694909
АФЛУБИН КАПЛИ 20 МЛ;;57859;2013;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Анаферон таб.№20;;24926;2013;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
анаферон детский таб№ 20;;38967;2013;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Афлубин;;46788;2013;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
оциллококцинум гранулы гомеопат 6 доз;;97047;2013;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
анаферон табл для рассас.;;12474;2013;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
афлубин капли 20 мл;;33656;2013;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Афлубин капли 20мл;;220745;2012;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Анаферон таб.№20 д/расрасывания;;12452;2012;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Анаферон детский таб.№20;;25954;2012;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Анаферон Детский таб. №20;;24076;2012;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Анаферон таб. д/рассасывания №20;;24948;2012;Государственное бюджетное учреждение Республиканский клинический центр инфекционных болезней;2015001360;43.317776;45.694909
Тенотен таб.гомеопат. N40;;6179.4;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН  ""РЕСПУБЛИКАНСКАЯ МЕЖРАЙОННАЯ МНОГОПРОФИЛЬНАЯ БОЛЬНИЦА""";533011077;42.691876;46.86059
Тенотен таб.гомеопат. N40;;721.47;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН  ""РЕСПУБЛИКАНСКАЯ МЕЖРАЙОННАЯ МНОГОПРОФИЛЬНАЯ БОЛЬНИЦА""";533011077;42.691876;46.86059
Гентос капли для внутр. прием. фл. 20 мл.;;624.64;2011;"ГУ ""Республиканская межрайонная многопрофильная больница""";533011077;42.691876;46.86059
Гентос Капли;;2487.7;2011;"ГУ ""Республиканская межрайонная многопрофильная больница""";533011077;42.691876;46.86059
анаферон таблетки для рассасывания гомеопатические №20.;;687.24;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
анаферон таблетки для рассасывания гомеопатические №20.;;687.24;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
анаферон таблетки для рассасывания гомеопатические №20.;;687.24;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
анаферон таблетки для рассасывания гомеопатические №20.;;687.24;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
анаферон таблетки для рассасывания гомеопатические №20.;;687.24;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
анаферон таблетки для рассасывания гомеопатические №20.;;687.24;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
анаферон таблетки для рассасывания гомеопатические №20.;;687.24;2014;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
оциллококцинум гранулы 6 доз (грипп и простуда);;2849;2012;"Государственное бюджетное учреждение Республики Дагестан ""Республиканский медицинский центр""";541020318;43.004494;47.451435
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;10274.5;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;24806;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;7590;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства противовирусные, противоаллергические гомеопатические лекарственные;;7943.6;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства гомеопатические лекарственные, действующие на нервную систему;;33124;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства гомеопатические лекарственные, действующие на нервную систему;;57109.8;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства гомеопатические лекарственные прочие;;81597;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;75218;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;69432;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;8076;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;63150;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;52110;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
Средства противовирусные, противоаллергические гомеопатические лекарственные;;24008;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1215037605;56.634407;47.899878
